objid,ra,raerr,dec,decerr,type,clean,mode,psfmag_u,psfmagErr_u,psfmag_g,psfmagErr_g,psfmag_r,psfmagErr_r,psfmag_i,psfmagErr_i,psfmag_z,psfmagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,petroRad_r,specObjID,bestObjID,Sourcetype,class,subclass,z,zerr,zwarning,mjd,plate,fiberID
1237662224599810234,171.563560544617,0.0133992318730588,38.9715156719209,0.0133405021782518,6,1,1,21.90092,0.187496,20.94426,0.04456905,19.72612,0.02427097,20.06392,0.04155253,19.34805,0.06111057,0.07897736,0.06153862,0.04257213,0.03163566,0.02353112,1.599453,2247330356564879360,1237662224599810234,QSO,QSO,AGN BROADLINE,0.3367354,3.020348E-05,0,53436,1996,124
1237662225129144470,150.556508546387,0.0218729941015616,34.7049066771296,0.0238524736353794,6,1,1,20.82308,0.07880445,20.64765,0.03193306,20.28783,0.0311279,20.51222,0.04326283,20.28557,0.1302595,0.04353343,0.03392095,0.02346636,0.01743802,0.01297068,1.594462,2193428172597389312,1237662225129144470,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.3210242,9.288257E-06,0,53388,1948,637
1237662226215928033,187.860506489447,0.0246959383731894,40.9532165893605,0.0238703783885379,6,1,1,21.31321,0.1085881,21.10011,0.04149503,20.44096,0.03495429,20.75198,0.05449757,20.41158,0.1293576,0.1153871,0.08990888,0.06219855,0.04622019,0.03437933,1.48033,2233884978574288896,1237662226215928033,SERENDIPITY_DISTANT,GALAXY,STARFORMING,0.3196013,1.015287E-05,0,53433,1984,362
1237662263252615792,236.754997802666,0.00829089085990849,5.80741222130661,0.0077089876164847,6,1,1,20.80066,0.06222631,20.49974,0.0245721,19.76894,0.0191127,20.07346,0.02755064,20.19149,0.1086073,0.2562944,0.1997028,0.1381535,0.1026629,0.0763623,1.170113,3321516402103314432,1237662263252615792,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2305012,9.716421E-06,0,54559,2950,406
1237662266467418700,236.787945017258,0.0105895967427256,3.6039149294099,0.0105814675314159,6,1,1,21.12023,0.07315557,20.72956,0.02910327,20.04541,0.02169765,20.32471,0.03802181,20.36045,0.1341259,0.380116,0.2961839,0.2048986,0.1522616,0.1132547,1.23379,668947581572769792,1237662266467418700,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2312092,9.271198E-06,0,52045,594,593
1237662268069511204,217.44585569898,0.00266452975557622,6.72637092054335,0.00242542825704978,6,1,1,18.69942,0.04078787,18.50332,0.01655184,17.88701,0.02172082,18.15195,0.0139659,18.84666,0.04292774,0.1081355,0.08425843,0.05828959,0.04331541,0.03221871,1.175061,2057157452629043200,1237662268069511204,QSO,GALAXY,STARBURST,0.1735016,1.306051E-05,16,53531,1827,503
1237662300818702524,195.367984636078,0.0100436602962016,51.0808842345278,0.00843786489152912,6,1,1,20.12394,0.03294444,19.95021,0.02086403,19.65294,0.01988295,20.08006,0.02882257,19.57283,0.0633445,0.03052027,0.02378119,0.01645171,0.01222539,0.009093442,1.380043,998743625976276992,1237662300818702524,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.3477514,8.846968E-06,0,52376,887,256
1237662301362978958,220.041420171707,0.00634215745335488,46.3269344379311,0.00582185285417872,3,1,1,19.25785,0.03267546,19.09385,0.02003767,18.73613,0.01409182,19.10239,0.02168764,18.65508,0.03202533,0.05962892,0.04646245,0.03214251,0.02388533,0.0177663,1.655844,1884772719967365120,1237662301362978958,QSO,GALAXY,STARBURST,0.3007507,9.594749E-06,0,53464,1674,59
1237662301900964026,223.648251611864,0.00921657096888615,45.4823063282254,0.00845061927328519,6,1,1,20.37249,0.04869001,20.01294,0.01990336,19.55014,0.01658198,20.07338,0.02923006,19.3577,0.05225122,0.06814042,0.05309455,0.03673057,0.02729475,0.02030228,1.403349,1887119897096382464,1237662301900964026,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2685521,1.2718E-05,0,53147,1676,406
1237662302447206934,246.03773789187,0.0119483546796018,32.8165176235944,0.0119117619829893,6,1,1,21.34974,0.09607318,20.88059,0.03046646,20.13422,0.02464941,20.89841,0.04914392,20.23492,0.112513,0.1075133,0.08377364,0.05795421,0.04306619,0.03203334,1.179891,1896160632999274496,1237662302447206934,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2972974,9.97187E-06,0,53239,1684,528
1237662303506137432,207.075382831794,0.009873329690826,51.5062263392103,0.00980112587396918,6,1,1,20.89209,0.07137527,20.71561,0.03581765,20.03584,0.0221267,20.3336,0.03391913,19.69632,0.05935854,0.04234285,0.03299326,0.02282459,0.01696111,0.01261595,1.201228,1879282583011878912,1237662303506137432,SERENDIPITY_FIRST,QSO,AGN,0.3326119,2.077062E-05,0,53433,1669,566
1237662307258859871,202.549084115724,0.00980128278448742,41.6161465561316,0.00907407090105273,3,1,1,21.32679,0.06733839,21.05829,0.03091831,20.3104,0.02597916,21.19907,0.05679489,20.35407,0.09131946,0.03668899,0.02858782,0.01977692,0.01469637,0.0109314,1.089081,1648409599574829056,1237662307258859871,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2890011,1.015065E-05,0,53091,1464,335
1237662336261292855,251.898062948668,0.0144717385171587,22.7830015273457,0.0143969968221898,3,1,1,21.12125,0.07339354,20.95176,0.03057165,20.41714,0.02499701,21.0264,0.05699525,20.19724,0.1156375,0.1992948,0.1552892,0.1074283,0.07983077,0.05937943,1.269614,1592034890377881600,1237662336261292855,SERENDIPITY_DISTANT,GALAXY,STARFORMING,0.3137907,1.148371E-05,0,53135,1414,45
1237662336790036887,235.755113811586,0.0149246082823068,34.7670818439681,0.0153486748150367,6,1,1,21.10101,0.07533935,20.79393,0.02825846,20.24601,0.02405819,20.47391,0.04261306,20.98055,0.2326619,0.1293845,0.1008155,0.06974372,0.05182706,0.03854981,1.430294,1578551025118242816,1237662336790036887,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.1873069,9.524406E-06,0,52872,1402,143
1237662473696510375,247.946620027421,0.021827181716513,28.0928534276152,0.0217864313982817,6,1,1,21.01382,0.07951947,20.84968,0.03148586,20.4546,0.03195229,20.72061,0.04879001,20.4156,0.1399556,0.2218309,0.1728491,0.1195762,0.08885795,0.06609399,4.436679,3319261028776175616,1237662473696510375,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.3441948,6.935874E-06,0,54553,2948,393
1237662499476275356,252.874555286397,0.020431991740565,25.7140515662814,0.0205064748013015,6,1,1,21.40155,0.1222696,21.10734,0.03840417,20.2834,0.03160517,20.5239,0.05330477,20.78804,0.2155435,0.2365524,0.18432,0.1275118,0.0947549,0.07048023,1.546567,1905096093046171648,1237662499476275356,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2371092,9.745134E-06,0,53473,1692,267
1237662524696166616,194.508529445875,0.0131242868817875,14.0938391853412,0.012604848894262,6,1,1,21.2551,0.09941394,20.90683,0.04133588,19.93254,0.03068276,21.37638,0.1063347,20.05759,0.1279405,0.1446859,0.1127383,0.0779918,0.05795627,0.04310881,1.521081,1994028991966636032,1237662524696166616,SERENDIPITY_DISTANT,GALAXY,STARFORMING,0.3074667,1.174621E-05,0,53498,1771,219
1237662524696166840,194.495541867362,0.0556670024342263,14.0820764238185,0.0507672744764023,3,1,1,23.69642,0.692205,22.96653,0.1807619,21.27267,0.05856811,20.24644,0.04451347,19.86182,0.1079416,0.1483545,0.1155968,0.07996933,0.05942579,0.04420187,1.86805,6097926497837752320,1237662524696166840,LRG,GALAXY,null,0.5410196,0.0001821849,0,56002,5416,191
1237662619186495769,236.374099472408,0.0171747555800861,31.0777777830454,0.0169047593605146,6,1,1,20.94656,0.07754964,20.83838,0.0321563,20.29208,0.02932537,20.59306,0.04227185,20.06609,0.1010034,0.1688763,0.1315873,0.09103146,0.06764613,0.05031629,1.423586,1778993373831522304,1237662619186495769,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.3353572,1.305138E-05,0,53145,1580,260
1237662636912280219,239.858239678939,0.0103469712896571,8.68865369209361,0.0098499363186355,6,1,1,21.3543,0.08233676,21.09049,0.03231771,20.31598,0.02899534,21.47685,0.06767248,20.43429,0.1085253,0.1635147,0.1274095,0.08814131,0.06549844,0.04871881,1.033596,1945680987262314496,1237662636912280219,SERENDIPITY_DISTANT,GALAXY,null,0.2970204,1.094889E-05,0,53228,1728,458
1237662636912870049,241.152767999125,0.00614906301152753,8.33308611710064,0.0058398002454254,6,1,1,21.31957,0.08017255,20.83193,0.02895874,19.79074,0.01780445,21.08867,0.05148128,19.86976,0.07014457,0.273385,0.2130197,0.1473661,0.1095088,0.08145442,0.9674729,1945570211465816064,1237662636912870049,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.3122817,1.166581E-05,0,53228,1728,55
1237662661597266223,217.614619803356,0.0162975634418375,34.1547206102965,0.0147332316059245,6,1,1,20.82446,0.05744965,20.80277,0.02818491,20.38317,0.02905786,20.62734,0.04671356,20.92167,0.2391184,0.06176569,0.04812741,0.03329432,0.02474125,0.01840294,1.376391,2072885141159569408,1237662661597266223,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.1910278,1.443867E-05,0,53491,1841,376
1237662697576727088,244.027789268554,0.00754169151536819,21.6381919125898,0.00766935575543472,6,1,1,21.29713,0.08452178,20.78373,0.02547019,19.87839,0.02180361,21.01873,0.05144634,20.01062,0.09266815,0.3131135,0.2439759,0.1687814,0.1254227,0.09329142,1.110313,2086422604456945664,1237662697576727088,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2882492,9.511573E-06,0,53566,1853,473
1237663462607552754,351.413474265817,0.0094180971710741,0.752021953460838,0.00951893557411469,6,1,1,20.45682,0.04758906,20.21409,0.02628152,19.75931,0.02594654,20.12684,0.03246363,19.55797,0.06067073,0.154834,0.1206456,0.0834621,0.06202128,0.04613244,1.242894,431357683531016192,1237663462607552754,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2768293,8.631033E-06,0,51818,383,502
1237663462607553147,351.400139299532,0.332615312521463,0.76399366221552,0.131737824214391,3,0,1,23.58745,0.5285913,23.18538,0.195313,23.22145,0.2658816,23.13869,0.3541673,23.3535,0.4944614,0.154621,0.1204797,0.08334728,0.06193596,0.04606898,2.969877,9867636770597740544,1237663462607553147,ELG_DECALS_TEST1,GALAXY,null,0.7386258,8.264874E-05,0,57332,8764,909
1237663784218853509,49.0974114973409,0.00734570801614524,0.166511377466533,0.010619201527992,3,1,1,22.26036,0.1880321,20.18459,0.02412631,19.26841,0.01816225,18.68641,0.01935713,18.21813,0.02490265,0.3844366,0.2995504,0.2072276,0.1539923,0.114542,3.431556,1705857430191106048,1237663784218853509,NONLEGACY,GALAXY,null,0.1416721,3.001765E-05,0,52932,1515,433
1237663784218853568,49.0998624621625,0.00751660888397732,0.153418698507753,0.0074788868190964,6,1,1,20.64501,0.0583818,20.38628,0.02615112,19.6523,0.02003356,19.90292,0.02756639,20.46313,0.1437338,0.3857726,0.3005914,0.2079477,0.1545274,0.11494,1.121555,465101970315700224,1237663784218853568,SERENDIPITY_DISTANT,GALAXY,null,0.2025644,7.465749E-06,0,51821,413,383
1237663784218919028,49.108180852297,0.00443862782689838,0.148642311023585,0.0040070784517467,6,1,1,21.21944,0.0816699,19.64567,0.02821565,18.94081,0.01684279,18.6721,0.01782421,18.49319,0.03114398,0.3869452,0.3015051,0.2085798,0.1549972,0.1152894,1.067651,1200383066967664640,1237663784218919028,NONLEGACY,STAR,K3,-1.404219E-05,2.379279E-05,0,52589,1066,632
1237664092897083648,125.698590516366,0.00493368368221304,22.6955795527959,0.00490412172986839,3,1,1,19.97642,0.03995692,19.62664,0.02178984,18.7618,0.01487825,19.00851,0.02194679,19.57496,0.07017552,0.1915692,0.1492694,0.1032639,0.07673613,0.05707758,1.479549,2168502517682432000,1237664092897083648,QSO,GALAXY,STARBURST,0.2162374,1.070055E-05,16,53317,1926,70
1237664106316824733,152.987846286344,0.00396290765470067,13.1394616668371,0.00386601753425324,6,1,1,20.31585,0.04214752,19.93047,0.02513493,18.86491,0.01550838,19.14242,0.02015042,20.16547,0.09603606,0.1971986,0.1536558,0.1062984,0.07899108,0.05875485,1.070724,1964822657266378752,1237664106316824733,QSO,GALAXY,STARBURST,0.1437763,5.356298E-06,0,53061,1745,463
1237664292078878845,192.06180229566,0.0113833303983885,15.9748281439261,0.0101910333531206,3,1,1,20.72304,0.06499168,20.22065,0.02410883,19.81505,0.01744344,20.45522,0.0370311,19.52345,0.05869232,0.1085507,0.08458193,0.05851339,0.04348172,0.03234241,1.546382,1992953389230614528,1237664292078878845,STAR_PN,GALAXY,STARBURST,0.2781736,1.001581E-05,0,53171,1770,402
1237664292084318332,204.867931558688,0.00415173132370737,15.2783675606761,0.00408378694914812,6,1,1,20.09385,0.03800351,19.75773,0.02083661,18.88542,0.01357098,19.31681,0.02155456,19.83461,0.07983445,0.1277899,0.09957307,0.06888419,0.05118833,0.03807471,1.125827,1999701928249944064,1237664292084318332,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.1920169,1.167459E-05,0,53858,1776,377
1237664668421849521,123.966676681274,0.0107340953512795,21.9399043930028,0.0106553244792504,6,1,1,20.32178,0.04691326,20.19773,0.02272239,19.43406,0.01744912,19.64154,0.02382843,20.30898,0.1469854,0.1740114,0.1355885,0.09379948,0.06970306,0.05184628,1.686197,2166399701912414208,1237664668421849521,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.1409955,6.634617E-06,0,53330,1924,612
1237664818212176022,178.512694780514,0.0112768097145358,36.8500909503117,0.0116253996832834,6,1,1,20.83806,0.07404278,20.46035,0.02517589,19.61516,0.02200497,20.71402,0.05078281,20.13696,0.1035889,0.09463407,0.07373822,0.05101176,0.03790721,0.028196,1.495947,2291364972623587328,1237664818212176022,SERENDIPITY_DISTANT,GALAXY,STARFORMING,0.2680201,8.246003E-06,0,53436,2035,577
1237664818212175981,178.524603165426,0.0171507217564357,36.8566741699458,0.0165143571126519,6,1,1,20.17587,0.04313307,20.15644,0.02183495,20.21819,0.02701266,20.06934,0.03293531,19.81787,0.07986233,0.09476765,0.07384232,0.05108377,0.03796072,0.0282358,1.464977,9989019832157184000,1237664818212175981,QSO,QSO,BROADLINE,2.085972,0.0002585195,0,57422,8872,130
1237664819822592253,177.897176826342,0.0129945277642669,37.9343326873698,0.0132159424856867,6,1,1,20.95661,0.07880394,20.59905,0.03648798,19.82799,0.02156367,21.01713,0.06138873,19.70447,0.0651591,0.09227131,0.07189717,0.04973813,0.03696076,0.02749202,1.569718,2248594795037485056,1237664819822592253,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.296886,8.426155E-06,0,53442,1997,628
1237664834851045885,124.50082851101,0.00795152305205398,19.3027983702564,0.00811957888718855,3,1,1,21.4145,0.1010195,20.57308,0.03394322,19.32815,0.01623276,19.96946,0.0281651,18.95011,0.03652578,0.1987278,0.1548474,0.1071227,0.07960366,0.05921049,1.659946,2344256703291222016,1237664834851045885,SERENDIPITY_FIRST,QSO,AGN BROADLINE,0.3244201,2.962521E-05,0,53358,2082,484
1237664835931079005,137.636093361295,0.01295814595173,27.1220542965504,0.0129954667915113,6,1,1,20.99312,0.07199854,20.82051,0.03175494,20.16566,0.02552779,20.95317,0.0490833,20.35269,0.1001351,0.1441136,0.1122923,0.0776833,0.05772702,0.0429383,1.343939,2178769758437009408,1237664835931079005,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2824862,8.651316E-06,0,53387,1935,558
1237664835933307008,142.907214246474,0.00841062584664004,29.3339433874364,0.00877627802655901,6,1,1,20.47134,0.04914065,20.21459,0.0238383,19.68487,0.0187847,20.32174,0.03096961,19.58733,0.05457103,0.07697736,0.05998024,0.04149405,0.03083453,0.02293522,1.214645,3280953768451008512,1237664835933307008,NONLEGACY,GALAXY,STARBURST,0.3303063,8.019473E-06,16,54533,2914,296
1237664835933307352,142.906176561511,0.0310735216748582,29.3271879892076,0.0306176184412286,3,1,1,24.15591,0.6871979,22.53801,0.1064015,20.8726,0.03771123,19.88897,0.02617196,19.45415,0.05051696,0.07680042,0.05984237,0.04139867,0.03076365,0.0228825,2.263863,6533614032187793408,1237664835933307352,LRG,GALAXY,null,0.5943864,0.0001106879,0,56272,5803,61
1237664869209473203,131.975360693436,0.00810265799628829,33.6152298346686,0.00786527959745759,6,1,1,19.96349,0.03315742,19.77143,0.02322187,19.34644,0.01937324,19.76697,0.02445856,19.21568,0.05273945,0.11201,0.08727746,0.06037814,0.04486743,0.03337312,1.395738,1362402704269273088,1237664869209473203,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.3062557,8.812943E-06,0,52701,1210,232
1237664879415853390,149.13937088663,0.017489881867655,32.122567006297,0.017973935758974,6,1,1,21.06492,0.08114646,20.92539,0.0343547,20.46912,0.03099055,21.02136,0.05005253,21.01847,0.1963481,0.05622503,0.04381016,0.03030767,0.02252185,0.01675211,1.27967,3330477971508062208,1237664879415853390,NONLEGACY,GALAXY,STARBURST,0.2906254,5.661342E-06,0,54552,2958,240
1237665024366936373,181.442155032171,0.0216097743930636,34.5228626741637,0.0270151757053505,6,1,1,21.10377,0.1571407,21.00628,0.03760659,20.44349,0.03601545,20.78086,0.05638673,20.28367,0.1254266,0.06734818,0.05247724,0.03630352,0.0269774,0.02006623,1.605078,2352122886703048704,1237665024366936373,SERENDIPITY_DISTANT,GALAXY,null,0.3413778,1.54309E-05,0,53498,2089,429
1237665024366936609,181.444836142885,0.101587091685635,34.5241769573409,0.0723522603802649,3,1,1,25.49957,0.789333,22.86023,0.1749308,21.3775,0.06751666,20.55123,0.04796794,20.0611,0.1043234,0.06728122,0.05242507,0.03626742,0.02695058,0.02004628,7.358656,5190484151879311360,1237665024366936609,LRG,GALAXY,null,0.5557694,0.0001653024,0,55621,4610,311
1237665025444217070,191.25609663636,0.0152106177619486,35.121756808979,0.0141610394049182,6,1,1,21.78035,0.134623,21.08449,0.03688053,20.20509,0.02313123,20.94321,0.04998727,20.62505,0.1635643,0.06200462,0.04831358,0.03342311,0.02483695,0.01847413,1.425906,2276603210946865152,1237665025444217070,SERENDIPITY_DISTANT,GALAXY,STARFORMING,0.3036516,1.036485E-05,0,53827,2022,122
1237665025444216901,191.265413691166,0.00375417244932942,35.1310039376745,0.00359632534423425,6,1,1,19.30708,0.02874118,18.35429,0.02128708,18.13782,0.01155432,18.04824,0.0183672,18.08745,0.02244841,0.06252737,0.0487209,0.03370489,0.02504635,0.01862988,1.301392,3799948828291997696,1237665025444216901,STAR,STAR,A0,-0.0001721546,2.822139E-05,0,55003,3375,133
1237665026511601880,173.448594181308,0.0188614073396254,35.6623144728509,0.0187944332649835,6,1,1,21.34105,0.1118699,20.88005,0.03523944,20.30186,0.03012893,20.89054,0.06303389,20.42209,0.1338981,0.08730948,0.06803095,0.0470635,0.03497322,0.02601365,1.628646,2265389011373680640,1237665026511601880,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2617995,1.14893E-05,0,53493,2012,285
1237665097931882754,155.542732644451,0.0178518712762239,31.2872186302421,0.0186260434811561,6,1,1,21.1412,0.08620512,21.14939,0.04067305,20.51929,0.03188387,20.85549,0.05385313,21.33014,0.310576,0.1099133,0.08564369,0.05924791,0.04402755,0.03274841,1.125963,2202415306587006976,1237665097931882754,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.1771091,1.03346E-05,0,53437,1956,564
1237665102211121313,214.643311287849,0.0151475537046759,31.211661642992,0.0150157141606705,6,1,1,20.42584,0.0504936,20.4147,0.03259447,20.07877,0.02743356,20.36775,0.03903143,20.5788,0.1724136,0.06059271,0.04721343,0.03266203,0.02427139,0.01805345,1.514634,2397160819772123136,1237665102211121313,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.1632899,8.915665E-06,0,54252,2129,436
1237665102211121538,214.636404929174,0.0496172846972756,31.2211963500618,0.0522490268435708,3,1,1,23.52304,0.5924706,22.54282,0.1132327,21.05522,0.05013954,20.10265,0.03488637,19.59275,0.07784872,0.05981555,0.04660787,0.03224311,0.02396009,0.0178219,3.056425,4353992748417654784,1237665102211121538,LRG,GALAXY,null,0.5348973,0.0002177921,0,55652,3867,501
1237665126921011548,152.329128260864,0.0124764991340218,29.2726436948765,0.0140055489704269,6,1,1,20.97429,0.0755266,20.86773,0.03247014,19.93047,0.02339062,20.53881,0.04955777,20.60834,0.1838853,0.095148,0.07413868,0.05128879,0.03811307,0.02834912,1.314272,2643723545217099776,1237665126921011548,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2219052,9.748513E-06,0,53757,2348,402
1237665127467647162,178.020360257392,0.00849398250702804,34.0138534006516,0.00915607975500463,6,1,1,20.49492,0.05452475,20.32742,0.02549816,19.79098,0.02885163,20.70963,0.04397847,19.90887,0.07606962,0.08306785,0.06472591,0.04477708,0.03327417,0.02474987,1.191823,5232176258415042560,1237665127467647162,QSO,GALAXY,STARBURST,0.3419765,1.498454E-05,0,55621,4647,434
