objid,ra,raerr,dec,decerr,type,clean,mode,psfmag_u,psfmagErr_u,psfmag_g,psfmagErr_g,psfmag_r,psfmagErr_r,psfmag_i,psfmagErr_i,psfmag_z,psfmagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,petroRad_r,specObjID,bestObjID,Sourcetype,class,subclass,z,zerr,zwarning,mjd,plate,fiberID
1237649920574292233,10.2263630757502,0.0231414351467056,15.5693516927718,0.021100164767581,6,1,1,21.57534,0.122946,20.89238,0.03426949,20.0187,0.03079304,21.03847,0.08499051,19.94952,0.08681297,0.2755671,0.21472,0.1485423,0.1103829,0.08210457,1.902981,471844176590301184,1237649920574292233,SERENDIPITY_MANUAL,GALAXY,STARBURST,0.2832319,9.767767E-06,0,51879,419,335
1237649920044892465,27.7058798457963,0.0254308372391014,13.923215469256,0.026553243958821,6,1,1,21.49022,0.0947096,21.09955,0.04029427,20.59604,0.03709216,21.00152,0.07131789,20.44752,0.1752606,0.2312917,0.1802209,0.124676,0.09264762,0.0689128,1.536594,5243446526974337024,1237649920044892465,QSO,GALAXY,STARBURST,0.3468234,1.097848E-05,0,55591,4657,475
1237649921116930532,23.8917225497247,0.0685896012938185,15.2011343252445,0.0594981867773763,6,1,1,23.73926,0.8266767,21.73441,0.07141687,21.43176,0.08115874,21.78038,0.1626462,21.62531,0.4705185,0.2364412,0.1842334,0.1274518,0.09471034,0.07044709,1.504148,5248012524272459776,1237649921116930532,QSO,QSO,null,1.050769,0.0002304267,4,55614,4661,702
1237649961383493869,54.9491479346944,0.00735808829077611,-7.42812438244213,0.00589964287106335,6,1,1,19.58022,0.03184508,19.24642,0.02206177,18.83765,0.01900413,19.15355,0.01958556,18.85335,0.05166034,0.2622805,0.2043672,0.1413803,0.1050607,0.07814587,1.368475,520226262128551936,1237649961383493869,QSO,GALAXY,STARBURST,0.2607237,7.914718E-06,0,51909,462,220
1237649962992730261,51.5567890082141,0.00768514419678018,-6.58681439956449,0.00668825795486982,6,1,1,19.85793,0.03892193,19.59229,0.02460205,18.94786,0.02391999,19.2536,0.02247846,19.43815,0.08566193,0.2619067,0.2040759,0.1411788,0.104911,0.07803449,1.442669,518076717147908096,1237649962992730261,QSO,GALAXY,STARBURST,0.1620332,8.975679E-06,0,51924,460,592
1237650369939177829,166.561677715972,0.0272671440663675,-2.88353166957397,0.0239693192773166,6,1,1,21.88976,0.1622745,21.1335,0.05196928,20.67964,0.0539053,21.15396,0.1004647,20.5313,0.1676651,0.2772141,0.2160034,0.1494301,0.1110426,0.0825953,1.395714,4248111695895961600,1237650369939177829,QSO,GALAXY,STARBURST,0.3075121,1.3014E-05,0,55240,3773,332
1237650371552084378,171.7597834774,0.0886914500768551,-1.76100349647014,0.0625579160051859,6,1,1,23.77624,0.5914323,22.22593,0.08587179,21.92027,0.1025497,22.15473,0.2011289,21.95053,0.4683498,0.1410486,0.1099041,0.07603118,0.05649931,0.04202511,1.318275,4266194264612904960,1237650371552084378,QSO,QSO,null,1.013973,0.9090995,4,55269,3789,580
1237650795146314138,146.242613781721,0.0156153013777026,-0.762638327556643,0.016972719133434,3,1,1,20.63414,0.05924051,20.34154,0.02340768,19.92876,0.02412127,20.31778,0.03765934,19.85113,0.08331182,0.2673581,0.2083236,0.1441173,0.1070946,0.07965872,1.723504,299514966212372480,1237650795146314138,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.3002294,8.640142E-06,0,51630,266,93
1237650803735396735,162.349400259755,0.0286562839876186,-2.97870819723894,0.0322471261076467,6,1,1,21.25149,0.1251371,20.8032,0.03802814,20.27698,0.03208228,20.77774,0.0710766,20.2198,0.1426348,0.1820568,0.1418574,0.09813631,0.0729258,0.0542434,1.875699,4262692325010939904,1237650803735396735,QSO,GALAXY,STARBURST,0.3030677,7.519774E-06,0,55563,3786,128
1237651066815381767,179.95647810532,0.0175109835487909,65.2912154144588,0.0177750000474228,3,1,1,21.31851,0.1027,20.85618,0.03232154,20.24741,0.02742878,21.07865,0.07570501,20.25897,0.1411915,0.06073281,0.04732259,0.03273755,0.02432751,0.0180952,1.329803,673453109892114432,1237651066815381767,SERENDIPITY_DISTANT,GALAXY,null,0.3012387,8.834866E-06,0,52316,598,600
1237651067351073064,173.265798146818,0.0108323219073329,65.2281612270686,0.00971438954023352,3,1,1,20.27214,0.04551821,20.20501,0.02581738,19.79847,0.02185749,20.11364,0.03086144,20.1016,0.1046907,0.04631498,0.03608832,0.02496573,0.01855222,0.01379944,1.350538,672288722766555136,1237651067351073064,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2414122,8.359221E-06,0,52059,597,460
1237651190284550608,132.98016572474,0.0833253169315368,51.7241137096202,0.0835245013655659,6,1,1,22.37545,0.2659631,21.90997,0.07532864,21.22089,0.07928082,21.40815,0.1087178,22.21354,0.5781277,0.09866629,0.0768801,0.0531853,0.03952238,0.02939739,1.859504,8211202977106468864,1237651190284550608,SEQUELS_TARGET,GALAXY,STARBURST,0.2495255,1.258209E-05,0,56741,7293,54
1237651191358423436,132.416642097257,0.0197052264142712,52.6191395207465,0.0196626877886264,6,0,1,20.95061,0.0818211,20.81702,0.03078618,20.10093,0.02790536,20.50708,0.04511791,21.38381,0.3484499,0.0986249,0.07684785,0.05316299,0.0395058,0.02938506,1.581435,8211444319908765696,1237651191358423436,SEQUELS_TARGET,GALAXY,null,0.1983162,2.093978E-05,0,56741,7293,932
1237651191892607240,125.378373864125,0.00905922056424201,48.2836204308804,0.00943583771116017,6,1,1,20.46298,0.0498361,20.16906,0.02862495,19.62735,0.02203455,19.82015,0.02605906,20.53104,0.1520681,0.2084732,0.1624409,0.1123759,0.08350731,0.0621141,1.303173,8306917113135603712,1237651191892607240,SEQUELS_TARGET,GALAXY,STARBURST,0.1835167,1.324953E-05,0,56715,7378,100
1237651191892607766,125.38810339011,0.0565092505214274,48.2865298020777,0.0591789248354624,3,1,1,25.0313,0.8223827,23.05214,0.2993033,21.50019,0.06811777,20.42527,0.03987425,19.82222,0.08317324,0.2094903,0.1632334,0.1129241,0.08391473,0.06241714,7.359032,4158000945026801664,1237651191892607766,LRG,GALAXY,null,0.5208619,0.0001518565,0,55208,3693,191
1237651192428495257,122.890846421373,0.014254013103358,46.806388582222,0.014056352687946,6,0,1,20.33265,0.05049793,20.36274,0.02607618,20.27368,0.02855203,20.12637,0.03412057,20.28138,0.2672121,0.1960254,0.1527417,0.105666,0.07852115,0.05840531,1.074911,8308278033619329024,1237651192428495257,SEQUELS_TARGET,QSO,BROADLINE,1.975729,0.0005664891,0,56713,7379,955
1237651192428495259,122.884810689464,0.0214978009111294,46.8071001943162,0.0232151363519106,3,1,1,21.87219,0.1637487,21.47066,0.05032944,20.63141,0.03453743,21.39333,0.09523626,20.86002,0.2130943,0.1966677,0.1532422,0.1060122,0.07877844,0.05859668,1.223664,8250767803084152832,1237651192428495259,SEQUELS_TARGET,GALAXY,STARBURST,0.2716591,1.386229E-05,0,56715,7328,630
1237651192432296139,131.53073372202,0.00782499106403946,53.4323286726948,0.00792872370917455,3,1,1,21.6704,0.1529077,19.71155,0.02152538,18.60246,0.01607733,18.02579,0.01656254,17.63864,0.02138694,0.1181544,0.09206509,0.0636902,0.04732865,0.03520382,4.219421,503388065646012416,1237651192432296139,GALAXY,GALAXY,null,0.1818749,3.188294E-05,0,51877,447,403
1237651192432296511,131.531783533741,0.132077909441261,53.4247687123285,0.129268667981839,6,1,1,23.71036,0.7901466,22.62551,0.144908,22.24774,0.1433387,22.66658,0.2591015,22.85896,0.714559,0.1174709,0.09153256,0.0633218,0.04705488,0.03500019,2.970133,8211418481385512960,1237651192432296511,SEQUELS_TARGET,GALAXY,null,0.1806552,2.47518E-05,0,56741,7293,838
1237651225174082112,260.040925397542,0.0210017048669107,54.3591986824616,0.0213073660539882,6,1,1,21.12928,0.0736755,20.98993,0.03291687,20.51885,0.02994738,21.15165,0.07153068,20.50554,0.1711584,0.1100958,0.08578589,0.05934628,0.04410065,0.03280278,1.872945,413239659053737984,1237651225174082112,STAR_WHITE_DWARF,GALAXY,STARBURST,0.29377,7.334518E-06,0,51997,367,125
1237651249891967264,203.266444603037,0.0198940843986489,62.7677057142604,0.0202673711763121,6,1,1,20.93041,0.07273455,20.77946,0.03214399,20.11726,0.04218762,20.99634,0.07008702,20.2771,0.1157498,0.08258908,0.06435286,0.04451901,0.03308239,0.02460722,1.770644,678931147337525248,1237651249891967264,SERENDIPITY_DISTANT,GALAXY,null,0.31816,1.57023E-05,0,52056,603,49
1237651250942640579,118.31557274972,0.0176354645393661,40.2471885991843,0.0179455582478994,6,1,1,21.26224,0.1113062,21.08612,0.03674765,20.16234,0.02830678,20.48206,0.04110612,21.72584,0.4127093,0.2686546,0.2093338,0.1448162,0.1076139,0.08004499,1.464005,489806348347795456,1237651250942640579,SERENDIPITY_DISTANT,GALAXY,null,0.1568731,1.675417E-05,0,51882,435,145
1237651250953847054,146.116479500505,0.0355329810020274,58.8785230779188,0.0344986642702331,6,1,1,21.77015,0.1305849,21.43032,0.04949219,21.06057,0.05307302,21.37205,0.1218265,22.11162,0.6027416,0.050792,0.03957678,0.02737903,0.02034556,0.01513336,1.419998,6434711043583221760,1237651250953847054,QSO,GALAXY,null,0.2550611,1.166237E-05,0,56657,5715,702
1237651251478790767,116.84813316608,0.0210516764807518,39.1308820148582,0.0210773205669846,6,1,1,22.46192,0.2117962,20.67574,0.03767188,20.56649,0.06468995,20.98017,0.1732313,22.82654,1.190112,0.2034285,0.1585101,0.1096566,0.08148659,0.06061105,1.710613,4132270453354897408,1237651251478790767,QSO,GALAXY,null,0.1715092,7.311399E-05,0,55480,3670,792
1237651251482198073,122.825522339595,0.00754056007861188,45.4719502505995,0.00766325378359321,6,0,1,20.28573,0.05307704,19.36588,0.01672856,18.86729,0.01911872,19.56331,0.02622732,19.14408,0.06308863,0.1942618,0.1513675,0.1047153,0.07781472,0.05787986,1.518424,8250700457996951552,1237651251482198073,SEQUELS_TARGET,GALAXY,STARBURST,0.1291263,9.26105E-06,0,56715,7328,385
1237651251482329393,123.021699586784,0.0324162002099164,45.6778278047045,0.0310561313666544,6,1,1,21.93728,0.1732149,21.2593,0.04688535,20.57338,0.03891529,21.21141,0.08584958,20.2199,0.1537659,0.1980274,0.1543016,0.1067451,0.07932307,0.05900179,1.648092,8250690837270208512,1237651251482329393,SEQUELS_TARGET,GALAXY,STARBURST,0.278076,1.38894E-05,0,56715,7328,350
1237651251482329804,123.017131046115,0.169795569383999,45.6790782763201,0.195868485859417,3,1,1,23.28123,0.531821,24.32137,0.5355768,22.42779,0.1826889,21.4642,0.1070628,20.24095,0.1568868,0.1984437,0.154626,0.1069695,0.07948983,0.05912583,2.302381,7196862261918408704,1237651251482329804,LRG_ROUND3,GALAXY,null,0.7753658,0.0002857244,4,56331,6392,400
1237651251482919490,124.321010815697,0.0446145784807794,46.8383086080471,0.0471695089543376,6,1,1,22.41313,0.220666,22.18506,0.08221895,21.05405,0.05990919,21.34939,0.103477,21.67416,0.4477727,0.1796887,0.1400122,0.09685979,0.07197721,0.05353782,1.427251,8306934155565834240,1237651251482919490,SEQUELS_TARGET,GALAXY,STARBURST,0.2150092,1.196888E-05,0,56715,7378,162
1237651252024377789,134.646149467803,0.0320143428026491,54.9661208374018,0.0319798086898789,6,1,1,23.61523,0.5215236,21.71,0.05706542,21.34106,0.05418197,21.56581,0.1159658,20.92095,0.1965289,0.06072498,0.0473165,0.03273333,0.02432437,0.01809287,1.220778,5803162546400632832,1237651252024377789,QSO,STAR,F8V (G_243-63),-0.001117733,0.000343383,4,55864,5154,998
1237651252026605838,141.64690202516,0.0162204432534365,58.3464736081122,0.0164082693997428,6,1,1,20.89861,0.06560924,20.71409,0.03196669,20.07509,0.02502327,20.41477,0.04503871,20.49546,0.166856,0.1552493,0.1209692,0.08368593,0.06218761,0.04625616,1.511955,509013167704139776,1237651252026605838,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2270721,1.377688E-05,0,51911,452,387
1237651252559020365,128.477294737071,0.0162411960477741,51.4131917718822,0.0159661591735077,6,1,1,21.26855,0.09584372,20.98637,0.03817964,20.32323,0.0348033,20.65326,0.06208898,21.04638,0.2135313,0.1363379,0.1062335,0.07349187,0.05461234,0.04062155,1.270091,8230579669717458944,1237651252559020365,SEQUELS_TARGET,GALAXY,STARBURST,0.1646613,9.909176E-06,0,56693,7310,914
1237651271358349509,156.563364222544,0.0219143990317282,63.5523590893163,0.0220059807766063,6,1,1,21.06585,0.09892533,20.82752,0.04220962,20.11917,0.03311279,21.61207,0.1528933,20.35975,0.1690893,0.03596654,0.02802488,0.01938748,0.01440698,0.01071614,1.656271,869307192992360448,1237651271358349509,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.3337608,9.298811E-06,0,52375,772,409
1237651271358677189,158.43355116908,0.0136951623540769,63.888111209131,0.0131003899419326,6,0,1,19.88883,0.03663589,19.86594,0.02130282,19.42901,0.01954638,20.07849,0.04127231,19.42641,0.07588565,0.03957281,0.03083487,0.02133142,0.01585153,0.01179063,1.576601,550598621930743808,1237651271358677189,SERENDIPITY_BLUE,GALAXY,STARBURST,0.3467169,1.014314E-05,0,51930,489,122
1237651271899939173,181.323077410593,0.0515001801529481,66.6748993824524,0.0447288549067907,6,1,1,22.29456,0.2506129,21.59017,0.06148048,20.95012,0.05523017,21.62506,0.137116,20.81536,0.2313217,0.06465469,0.0503785,0.03485161,0.02589848,0.01926371,1.601985,7843140910070079488,1237651271899939173,QSO,GALAXY,STARFORMING,0.3277822,8.712303E-06,0,56748,6966,444
1237651272429797825,146.034215596447,0.0777619256922831,61.5645384233085,0.0779631411685433,6,1,1,22.36789,0.2606996,21.92554,0.08340473,21.58123,0.09189565,21.88913,0.1661729,21.27052,0.3803823,0.1292092,0.1006789,0.06964921,0.05175683,0.03849757,1.461484,6440220970305167360,1237651272429797825,QSO,GALAXY,null,0.2891328,1.289585E-05,0,56602,5720,267
1237651272968306904,152.532080848254,0.0299779241179068,63.9463569764194,0.0277145328754232,6,1,1,21.54875,0.1432549,21.00064,0.04342185,20.49363,0.04142089,20.77888,0.07057054,20.42063,0.2096312,0.08425674,0.06565228,0.04541794,0.0337504,0.0251041,1.788813,7973752445502201856,1237651272968306904,QSO,GALAXY,STARBURST,0.2789632,1.097927E-05,0,56713,7082,470
1237651273498755389,129.667355729925,0.0315344537818346,54.7343036747114,0.0329025341067498,6,1,1,21.35859,0.1159438,21.0863,0.04358105,20.72317,0.0399226,20.90176,0.06449948,20.74152,0.2058504,0.1340031,0.1044143,0.07223335,0.05367712,0.03992591,1.61466,8193439267365560320,1237651273498755389,SEQUELS_TARGET,GALAXY,STARBURST,0.3499099,1.356375E-05,0,56748,7277,966
1237651273498755543,129.661026800602,0.0529502809822782,54.7351534719092,0.0560744060156418,6,1,1,22.96575,0.4033517,21.41369,0.05633852,21.30501,0.06482995,21.27584,0.0888161,21.19145,0.3013713,0.1342548,0.1046105,0.07236902,0.05377794,0.04000091,1.51994,5805383011156336640,1237651273498755543,QSO,QSO,BROADLINE,2.824505,0.0004138852,0,55925,5156,884
1237651298187149842,261.776373540396,0.0176557403418513,59.8172665282198,0.0169974294627588,6,1,1,20.56531,0.06529282,20.35153,0.02383974,19.89484,0.02308048,20.53023,0.05311768,19.82451,0.1005068,0.1074046,0.08368894,0.05789562,0.04302265,0.03200095,1.841422,398591961709176832,1237651298187149842,STAR_WHITE_DWARF,GALAXY,STARBURST,0.3470999,9.303567E-06,0,51792,354,85
1237651495760822552,126.156896673831,0.0153805006344515,51.0001103649535,0.0151485711352132,6,1,1,20.44641,0.06158721,20.15486,0.02618211,19.35814,0.02350379,19.77539,0.03209184,20.20231,0.1824856,0.2055382,0.160154,0.1107938,0.08233166,0.06123963,1.916209,4159281601212030976,1237651495760822552,QSO,GALAXY,STARBURST,0.2149037,1.281195E-05,0,55209,3694,754
1237651496294548059,119.315602371963,0.0196477991775883,45.3605533251323,0.0210575510401979,6,1,1,21.42523,0.1107325,21.18617,0.04280538,20.43442,0.03174838,21.27185,0.08460019,20.76705,0.2146447,0.2505963,0.1952629,0.135082,0.1003804,0.07466456,3.997541,491026531393497088,1237651496294548059,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.2877653,8.8276E-06,0,51883,436,488
1237651497371369570,124.324831441037,0.0643990736403586,51.6605340453167,0.0580969589252975,6,1,1,22.91607,0.9978825,21.57429,0.08599322,21.15428,0.0615089,21.3221,0.1227699,21.33881,0.4652253,0.2190753,0.170702,0.1180908,0.08775414,0.06527296,1.484741,8220306108834619392,1237651497371369570,SEQUELS_TARGET,GALAXY,STARFORMING,0.1375718,1.437487E-05,0,56746,7301,403
1237651537646977181,226.241613943298,0.0089559636683771,59.902019979339,0.00867966543707182,6,1,1,20.34732,0.04204896,19.9205,0.02932792,19.30711,0.01854964,19.69487,0.02884217,19.6042,0.07552723,0.04142345,0.03227687,0.02232899,0.01659283,0.01234202,1.496552,7861046451828137984,1237651537646977181,WISE_BOSS_QSO,GALAXY,STARBURST,0.2502052,1.254608E-05,0,56444,6982,48
1237651538721046835,228.507174827877,0.0185023959400492,60.0290267963244,0.0181687695066805,6,1,1,21.41898,0.09144136,21.07326,0.03753676,20.45237,0.03062785,20.78108,0.05330053,21.22229,0.2902936,0.04133359,0.03220685,0.02228055,0.01655684,0.01231524,1.385514,690297078760368128,1237651538721046835,SERENDIPITY_DISTANT,GALAXY,STARBURST,0.1668423,8.01073E-06,0,52345,613,438
1237651538724979615,240.292841063567,0.0740280583659759,53.7521992463327,0.0746546201073811,6,1,1,22.45768,0.2127225,21.83051,0.06816602,21.72049,0.09159674,22.14573,0.1923725,21.92161,0.5513027,0.0455322,0.03547838,0.02454378,0.01823866,0.01356621,1.412018,7553683473589837824,1237651538724979615,QSO,STAR,WDmagnetic,0.002177433,1.397498,4,56429,6709,76
1237651539240288350,140.709063677528,0.00728169026400804,60.2828225584228,0.007212010822044,6,1,1,19.68594,0.03261109,19.32687,0.02051349,19.17952,0.01902208,19.239,0.02119137,19.19754,0.05711066,0.1120757,0.08732862,0.06041354,0.04489373,0.03339269,1.236792,8383540429325312000,1237651539240288350,QSO_VAR_SDSS,QSO,BROADLINE,0.9259173,0.0001455418,0,56722,7446,326
1237651539240288592,140.71391378307,0.0643565523185934,60.2890747242652,0.0636177598427119,6,1,1,22.635,0.2732368,22.00448,0.07103232,21.74309,0.09145124,22.14417,0.1817575,21.42015,0.3724394,0.113059,0.08809477,0.06094356,0.04528759,0.03368565,1.429456,6431392166812033024,1237651539240288592,QSO,GALAXY,null,0.3097194,1.248059E-05,0,56602,5712,916
